species,bd_status,bd_amount,time_of_capture,date_of_capture,body_temp_c,microhabitat_type,microhabitat_temp,body_length_mm,body_mass_g,life_stage,sex,air_temp_c,water_temp_c,pH,total_dissolved_solids
rana_pipiens,0,0,22:45:00,2017-07-11,21.2,grass,21.2,66.6,23.8,adult,unknown,NA,NA,NA,NA
rana_clamitans,1,8.684534073000002,00:09:00,2017-07-11,21.6,water,21.9,80.4,34.8,adult,m,22.6,23.1,7.83,50.5
rana_pipiens,0,0,22:49:00,2017-07-11,NA,grass,NA,70.2,26.1,adult,unknown,NA,NA,NA,NA
rana_clamitans,1,103.5193481,00:13:00,2017-07-11,21.8,water,22.1,67,25.1,adult,m,22.6,23.1,7.83,50.5
rana_pipiens,0,0,22:42:00,2017-07-11,NA,grass,NA,73.2,27.8,adult,unknown,NA,NA,NA,NA
rana_clamitans,0,0,23:59:00,2017-07-11,21.3,water,23,69,27.5,adult,m,22.6,23.1,7.83,50.5
rana_pipiens,0,0,22:22:00,2017-07-11,21.6,grass,23,64.8,21.9,adult,unknown,NA,NA,NA,NA
rana_clamitans,1,54.72575378000001,00:19:00,2017-07-11,21.8,water,22.2,74.4,28.1,adult,m,22.6,23.1,7.83,50.5
rana_pipiens,0,0,22:06:00,2017-07-11,21,grass,21.5,83.4,51.2,adult,unknown,NA,NA,NA,NA
rana_clamitans,1,52.999816890000005,00:04:00,2017-07-11,20.9,water,21.6,66,50.3,adult,m,22.6,23.1,7.83,50.5
rana_pipiens,0,0,22:03:00,2017-07-11,23.4,road/sidewalk,23.6,25.5,1.9,juvenile,unknown,NA,NA,NA,NA
rana_catesbeiana,0,0,23:26:00,2017-07-11,22,water,23.2,80,54.4,adult,f,22.6,23.1,7.83,50.5
anaxyrus_americanus,0,0,21:57:00,2017-07-11,25.3,road/sidewalk,25.4,15.9,0.3,juvenile,unknown,NA,NA,NA,NA
anaxyrus_americanus,0,0,22:12:00,2017-07-11,21.4,grass,22.6,19.2,0.5,juvenile,unknown,NA,NA,NA,NA
rana_catesbeiana,0,0,23:59:00,2017-07-11,22.4,water,22.3,83.6,37.9,adult,m,22.6,23.1,7.83,50.5
anaxyrus_americanus,0,0,22:53:00,2017-07-11,22.1,grass,22.2,23.9,1.1,juvenile,unknown,NA,NA,NA,NA
rana_catesbeiana,1,7.733010292,00:34:00,2017-07-11,21.3,water,22,119.3,NA,adult,m,22.6,23.1,7.83,50.5
pseudacris_crucifer,0,0,00:42:00,2017-07-11,23.2,emergent vegetation 0.1-1 m,23.2,13.8,0.1,juvenile,unknown,22.6,23.1,7.83,50.5
anaxyrus_americanus,0,0,22:10:00,2017-07-11,22.1,grass,22.8,27.1,1.5,juvenile,unknown,NA,NA,NA,NA
hyla_versicolor,0,0,00:42:00,2017-07-11,23.2,emergent vegetation 0.1-1 m,23.1,18.6,0.1,juvenile,unknown,22.6,23.1,7.83,50.5
anaxyrus_americanus,0,0,21:57:00,2017-07-11,25.3,road/sidewalk,25.3,20.5,0.7,juvenile,unknown,NA,NA,NA,NA
rana_clamitans,1,17.76738548,00:10:00,2017-07-11,22.5,water,21.7,60.3,29.3,adult,m,22.6,23.1,7.83,50.5
anaxyrus_americanus,0,0,21:56:00,2017-07-11,23.7,soil,23.9,26,1.6,juvenile,unknown,NA,NA,NA,NA
rana_clamitans,1,308.9233092999999,00:15:00,2017-07-11,22.1,water,22.1,80.2,40.5,adult,m,22.6,23.1,7.83,50.5
anaxyrus_americanus,0,0,22:01:00,2017-07-11,22.3,other,23.9,53.1,13.6,juvenile,unknown,NA,NA,NA,NA
rana_clamitans,1,52.064804079999995,00:25:00,2017-07-11,22.3,water,22.4,75.5,38.3,adult,m,22.6,23.1,7.83,50.5
anaxyrus_americanus,0,0,22:52:00,2017-07-11,21.1,road/sidewalk,21.3,39.6,6.5,juvenile,unknown,NA,NA,NA,NA
rana_clamitans,0,0,00:28:00,2017-07-11,21.5,water,21.8,66.7,21.9,adult,m,22.6,23.1,7.83,50.5
hyla_versicolor,0,0,22:14:00,2017-07-11,22,grass,22.6,39.4,5.3,adult,m,NA,NA,NA,NA
rana_clamitans,1,16.112941740000004,00:29:00,2017-07-11,21.6,water,21.8,66,25.8,adult,m,22.6,23.1,7.83,50.5
hyla_versicolor,0,0,22:48:00,2017-07-11,21.2,grass,21.4,40.5,4.9,adult,m,NA,NA,NA,NA
rana_catesbeiana,0,0,22:46:00,2017-07-11,21.3,mud,20.6,70.3,50.6,adult,m,NA,NA,NA,NA
rana_catesbeiana,0,0,22:35:00,2017-07-11,20.8,soil,21.3,76.3,46.4,adult,m,NA,NA,NA,NA
rana_catesbeiana,0,0,22:25:00,2017-07-11,21.2,soil,21.1,81.1,41.3,adult,m,NA,NA,NA,NA
rana_catesbeiana,0,0,22:23:00,2017-07-11,22.5,grass,22.8,76.9,42.2,adult,m,NA,NA,NA,NA
rana_catesbeiana,0,0,22:39:00,2017-07-11,21.4,grass,20.4,67.9,26.3,juvenile,unknown,NA,NA,NA,NA
rana_catesbeiana,0,0,22:37:00,2017-07-11,21.8,grass,21.9,79.8,42.2,adult,m,NA,NA,NA,NA
plethodon_cinereus,0,0,22:56:00,2017-07-12,18.8,under log,18.7,36.7,0.9,adult,m,22.5,23.9,7.42,80.6
pseudacris_crucifer,0,0,22:10:00,2017-07-12,22.4,road/sidewalk,22.3,30,1.2,adult,unknown,22.5,23.9,7.42,80.6
pseudacris_crucifer,1,789.848,23:09:00,2017-07-12,20.5,emergent vegetation 0.1-1 m,20.5,20.5,0.5,juvenile,unknown,22.5,23.9,7.42,80.6
rana_clamitans,0,0,22:58:00,2017-07-12,22.5,on tree/log/bush below 1 m,22.4,68.5,25.7,juvenile,f,22.5,23.9,7.42,80.6
rana_clamitans,1,36.612,22:43:00,2017-07-12,23.3,water,23.1,61.6,15.3,juvenile,unknown,22.5,23.9,7.42,80.6
rana_catesbeiana,1,15.591,22:42:00,2017-07-12,23.1,mud,22.9,94.3,61.8,adult,m,22.5,23.9,7.42,80.6
rana_catesbeiana,0,0,22:45:00,2017-07-12,21.5,mud,20.2,78.5,44.1,adult,f,22.5,23.9,7.42,80.6
rana_clamitans,0,0,23:51:00,2017-07-12,22.4,water,22.2,64.1,22.5,adult,m,22.5,23.9,7.42,80.6
rana_clamitans,1,94.272,23:47:00,2017-07-12,22.4,on tree/log/bush below 1 m,22.4,48.8,9.6,juvenile,unknown,22.5,23.9,7.42,80.6
rana_clamitans,1,62.267852780000005,22:33:00,2017-07-13,23.3,grass,23.3,40.8,4.3,juvenile,f,23.6,21.9,7.06,180
desmognathus_ochrophaeus,0,0,12:21:00,2017-07-13,20.6,under log,20.1,31,0.8,adult,unknown,24.1,19.6,7.79,49.6
rana_clamitans,0,0,22:28:00,2017-07-13,23.1,NA,22.9,61.1,18.4,juvenile,f,23.6,21.9,7.06,180
desmognathus_ochrophaeus,0,0,12:36:00,2017-07-13,19.4,under log,17.6,36.3,1.4,adult,unknown,24.1,19.6,7.79,49.6
rana_clamitans,0,0,22:21:00,2017-07-13,23.5,grass,23.5,62.8,18.5,juvenile,f,23.6,21.9,7.06,180
desmognathus_ochrophaeus,0,0,12:20:00,2017-07-13,20,leaf litter,19.8,39.4,1.2,adult,unknown,24.1,19.6,7.79,49.6
rana_clamitans,1,43.69480133,22:35:00,2017-07-13,23,grass,22.9,62.9,25.8,juvenile,f,23.6,21.9,7.06,180
desmognathus_ochrophaeus,0,0,12:29:00,2017-07-13,20.2,NA,20.1,49.8,2.3,adult,unknown,24.1,19.6,7.79,49.6
rana_clamitans,1,90.5102005,22:47:00,2017-07-13,23.4,under log,22.9,60.2,16.8,juvenile,f,23.6,21.9,7.06,180
rana_clamitans,1,3.800072908,22:19:00,2017-07-13,21.8,road/sidewalk,21.9,61,18.9,juvenile,f,23.6,21.9,7.06,180
desmognathus_ochrophaeus,0,0,12:11:00,2017-07-13,20.2,rock,20.1,39.5,1,adult,unknown,24.1,19.6,7.79,49.6
rana_clamitans,1,192.33724980000005,22:28:00,2017-07-13,22,grass,21.9,65.1,22.1,juvenile,f,23.6,21.9,7.06,180
desmognathus_ochrophaeus,0,0,12:19:00,2017-07-13,20,under log,20,35.6,1,adult,unknown,24.1,19.6,7.79,49.6
rana_clamitans,1,77.75266266000001,22:07:00,2017-07-13,22.5,grass,22.8,60,16.5,juvenile,f,23.6,21.9,7.06,180
desmognathus_ochrophaeus,0,0,12:41:00,2017-07-13,18.1,under log,18.1,34.6,1.1,adult,unknown,24.1,19.6,7.79,49.6
rana_clamitans,1,166.70477289999997,22:08:00,2017-07-13,23.2,grass,23.3,66.7,24,adult,m,23.6,21.9,7.06,180
desmognathus_ochrophaeus,0,0,11:53:00,2017-07-13,18,under log,18,24.7,0.2,adult,unknown,24.1,19.6,7.79,49.6
rana_clamitans,1,96.63468933,22:43:00,2017-07-13,23.8,under log,23.5,74.3,31.3,adult,m,23.6,21.9,7.06,180
desmognathus_ochrophaeus,0,0,12:23:00,2017-07-13,18.9,under log,18.9,40.9,1.3,adult,unknown,24.1,19.6,7.79,49.6
rana_clamitans,1,94.58436584,22:31:00,2017-07-13,23.3,grass,23.4,63.5,17.2,adult,m,23.6,21.9,7.06,180
desmognathus_ochrophaeus,0,0,12:45:00,2017-07-13,19.1,under log,19.2,37.2,0.9,adult,unknown,24.1,19.6,7.79,49.6
rana_clamitans,1,44.69126129,22:10:00,2017-07-13,22.6,grass,23.5,57,14,adult,m,23.6,21.9,7.06,180
desmognathus_ochrophaeus,0,0,12:26:00,2017-07-13,20.1,under log,20,37.5,1,adult,unknown,24.1,19.6,7.79,49.6
rana_clamitans,1,15.70367527,22:27:00,2017-07-13,23.3,soil,23.3,84.1,42.4,adult,f,23.6,21.9,7.06,180
desmognathus_fuscus,0,0,12:28:00,2017-07-13,21.7,leaf litter,20.1,37.3,1.2,adult,unknown,24.1,19.6,7.79,49.6
rana_clamitans,1,306.5983581999999,22:18:00,2017-07-13,22.9,emergent vegetation 0.1-1 m,22.8,57.5,13.5,juvenile,unknown,23.6,21.9,7.06,180
desmognathus_fuscus,0,0,12:46:00,2017-07-13,18.7,under log,18.7,41.8,1.5,adult,unknown,24.1,19.6,7.79,49.6
rana_clamitans,1,99.59938049,22:55:00,2017-07-13,21.8,grass,22.3,37.2,2.6,juvenile,unknown,23.6,21.9,7.06,180
desmognathus_fuscus,0,0,11:48:00,2017-07-13,20.8,under cover board,20.8,36.4,43.3,adult,unknown,24.1,19.6,7.79,49.6
rana_clamitans,1,35.48083878,22:54:00,2017-07-13,23.3,moss,23.1,61.8,23,juvenile,f,23.6,21.9,7.06,180
desmognathus_fuscus,0,0,12:17:00,2017-07-13,18.7,other,18.6,45.5,2.1,adult,unknown,24.1,19.6,7.79,49.6
rana_clamitans,1,234.8860626,22:19:00,2017-07-13,23.5,under log,22.4,68.8,34.1,adult,f,23.6,21.9,7.06,180
desmognathus_fuscus,1,28.795434949999997,12:30:00,2017-07-13,18.7,rock,18.3,41.6,2.2,adult,unknown,24.1,19.6,7.79,49.6
rana_clamitans,1,128.44908139999998,22:39:00,2017-07-13,22.4,grass,22.6,59.1,19,adult,f,23.6,21.9,7.06,180
desmognathus_fuscus,1,33.62121964000001,12:39:00,2017-07-13,18.6,under log,18.6,20.8,0.1,adult,unknown,24.1,19.6,7.79,49.6
rana_clamitans,1,115.2329102,22:04:00,2017-07-13,22.8,grass,22.9,58.8,18.7,adult,m,23.6,21.9,7.06,180
desmognathus_fuscus,1,16.41226768,11:58:00,2017-07-13,19,under log,19,33.5,0.8,adult,unknown,24.1,19.6,7.79,49.6
rana_clamitans,1,300.32104489999995,22:37:00,2017-07-13,22.9,grass,22.9,60.1,19.2,adult,m,23.6,21.9,7.06,180
desmognathus_fuscus,0,0,11:56:00,2017-07-13,19.8,under log,19.9,39.7,1.8,adult,unknown,24.1,19.6,7.79,49.6
desmognathus_fuscus,1,6.272648811000001,13:02:00,2017-07-13,19.6,under log,19.6,30.3,1.8,adult,unknown,24.1,19.6,7.79,49.6
rana_clamitans,1,228.2801514,22:39:00,2017-07-13,22.1,grass,21.3,51.5,12.4,juvenile,unknown,23.6,21.9,7.06,180
desmognathus_fuscus,0,0,12:35:00,2017-07-13,18.4,under log,18.7,29.1,0.8,adult,unknown,24.1,19.6,7.79,49.6
rana_clamitans,1,585.9329833999999,22:41:00,2017-07-13,22.9,grass,22.9,54.5,15.4,juvenile,unknown,23.6,21.9,7.06,180
desmognathus_fuscus,0,0,13:06:00,2017-07-13,19.4,under log,19.7,17.8,0.1,juvenile,unknown,24.1,19.6,7.79,49.6
rana_clamitans,1,324.4878845,23:06:00,2017-07-13,21.6,road/sidewalk,22.3,62.5,21,adult,m,23.6,21.9,7.06,180
desmognathus_fuscus,0,0,12:02:00,2017-07-13,17.5,rock,17.8,35.5,1.4,adult,unknown,24.1,19.6,7.79,49.6
rana_clamitans,1,165.4939423,22:43:00,2017-07-13,22.7,grass,22.8,63.1,23.5,adult,f,23.6,21.9,7.06,180
desmognathus_fuscus,0,0,11:56:00,2017-07-13,19.8,under log,19.9,17.2,0.1,juvenile,unknown,24.1,19.6,7.79,49.6
rana_clamitans,1,321.4766846,22:51:00,2017-07-13,22.2,grass,21.7,53.9,11.7,juvenile,unknown,23.6,21.9,7.06,180
notophthalmus_viridescens,0,0,12:29:00,2017-07-13,21,leaf litter,21,36.2,1.5,metamorph,unknown,24.1,19.6,7.79,49.6
rana_clamitans,1,272.5727234,22:34:00,2017-07-13,21.9,grass,21.9,65.7,27.5,adult,m,23.6,21.9,7.06,180
notophthalmus_viridescens,0,0,12:44:00,2017-07-13,20.1,leaf litter,20.1,32.8,1.7,metamorph,unknown,24.1,19.6,7.79,49.6
rana_clamitans,1,133.94044490000002,22:42:00,2017-07-13,21.3,grass,21.1,58.9,19.8,adult,m,23.6,21.9,7.06,180
notophthalmus_viridescens,0,0,12:10:00,2017-07-13,19.8,leaf litter,19.4,35.5,1.1,metamorph,unknown,24.1,19.6,7.79,49.6
rana_clamitans,1,27138.787110000005,22:50:00,2017-07-13,23.4,moss,22,63.4,21.3,adult,m,23.6,21.9,7.06,180
eurycea_bislaneata,0,0,13:02:00,2017-07-13,18.8,under log,18.9,39.3,1.1,adult,unknown,24.1,19.6,7.79,49.6
rana_clamitans,1,101.2657166,22:22:00,2017-07-13,23.3,grass,23.3,64.6,23.4,adult,f,23.6,21.9,7.06,180
eurycea_bislaneata,0,0,12:33:00,2017-07-13,18.7,under cover board,18.7,42.4,1.7,adult,unknown,24.1,19.6,7.79,49.6
rana_clamitans,1,233.8939209,22:25:00,2017-07-13,21.7,grass,22.3,65.5,25.9,adult,m,23.6,21.9,7.06,180
eurycea_bislaneata,0,0,11:52:00,2017-07-13,20.3,under cover board,20.4,26.4,0.2,adult,unknown,24.1,19.6,7.79,49.6
rana_clamitans,1,113.3614426,22:06:00,2017-07-13,23.6,grass,23.7,60.3,19.6,adult,f,23.6,21.9,7.06,180
eurycea_bislaneata,1,103.2839737,12:32:00,2017-07-13,21.1,under log,20.9,27.1,0.4,adult,unknown,24.1,19.6,7.79,49.6
rana_clamitans,1,53.61216736,22:26:00,2017-07-13,23.2,grass,23.2,69,27.2,adult,f,23.6,21.9,7.06,180
plethodon_cinereus,0,0,13:13:00,2017-07-13,18.3,under log,18.3,28.4,0.2,adult,unknown,24.1,19.6,7.79,49.6
rana_clamitans,1,126.0870972,23:11:00,2017-07-13,22.1,water,22.3,55.2,13.6,juvenile,unknown,23.6,21.9,7.06,180
plethodon_cinereus,0,0,11:56:00,2017-07-13,19.2,under log,19.2,26.5,0.6,adult,unknown,24.1,19.6,7.79,49.6
rana_catesbeiana,1,511.8259888,22:55:00,2017-07-13,22.6,water,22.5,79.6,34.2,adult,unknown,23.6,21.9,7.06,180
plethodon_cinereus,0,0,12:12:00,2017-07-13,18.7,under log,18.6,30.8,0.4,adult,unknown,24.1,19.6,7.79,49.6
rana_catesbeiana,1,647.7852173,22:25:00,2017-07-13,22.8,water,22.4,94.7,59.9,adult,f,23.6,21.9,7.06,180
plethodon_cinereus,0,0,11:50:00,2017-07-13,19.6,under cover board,19.8,25.8,0.1,adult,unknown,24.1,19.6,7.79,49.6
rana_catesbeiana,1,418.4277038999999,23:01:00,2017-07-13,23.3,moss,23.1,70.6,24.3,adult,f,23.6,21.9,7.06,180
plethodon_glutinosis,0,0,13:08:00,2017-07-13,18.4,under log,18.5,37.8,1.2,adult,unknown,24.1,19.6,7.79,49.6
rana_catesbeiana,1,429.1545715,23:03:00,2017-07-13,22.6,mud,22.6,79.1,40.6,adult,f,23.6,21.9,7.06,180
plethodon_glutinosis,0,0,13:10:00,2017-07-13,19,under log,19.1,36.1,1.4,adult,unknown,24.1,19.6,7.79,49.6
rana_catesbeiana,1,105.5277023,22:22:00,2017-07-13,23.3,under log,22.8,79.7,36,adult,f,23.6,21.9,7.06,180
plethodon_glutinosis,0,0,12:30:00,2017-07-13,19.6,under log,19.8,39,5.1,adult,unknown,24.1,19.6,7.79,49.6
hyla_versicolor,0,0,22:48:00,2017-07-13,23,on tree/log/bush above 1 m,23,45,6.4,adult,m,23.6,21.9,7.06,180
pseudacris_crucifer,0,0,12:10:00,2017-07-13,18.6,leaf litter,18.5,31,1.5,adult,unknown,24.1,19.6,7.79,49.6
hyla_versicolor,0,0,22:48:00,2017-07-13,23.2,on tree/log/bush above 1 m,23.2,44.1,5.5,adult,m,23.6,21.9,7.06,180
pseudotriton_ruber,1,3387.3574220000005,12:28:00,2017-07-13,18.5,rock,18.6,49.1,2.6,adult,unknown,24.1,19.6,7.79,49.6
desmognathus_ochrophaeus,0,0,13:16:00,2017-07-13,19.5,under log,19.4,35.5,0.8,adult,unknown,24.1,19.6,7.79,49.6
desmognathus_fuscus,0,0,13:38:00,2017-07-13,18.6,rock,18.4,39.5,1.7,adult,unknown,24.1,19.6,7.79,49.6
desmognathus_fuscus,0,0,13:33:00,2017-07-13,19.4,rock,19.2,32.5,1.3,adult,unknown,24.1,19.6,7.79,49.6
plethodon_cinereus,0,0,14:01:00,2017-07-13,19.4,under log,19.9,29.3,1,adult,unknown,24.1,19.6,7.79,49.6
rana_clamitans,1,38.02,22:19:00,2017-07-14,20.4,water,20.4,32.9,2.6,juvenile,unknown,20.4,20.7,5.17,17.6
rana_clamitans,1,124.041,22:15:00,2017-07-14,19.7,water,19.7,34.7,2.6,juvenile,unknown,20.4,20.7,5.17,17.6
rana_clamitans,1,533.382,22:08:00,2017-07-14,19.4,leaf litter,19.4,36.7,3,juvenile,unknown,20.4,20.7,5.17,17.6
rana_clamitans,0,0,22:19:00,2017-07-14,21,water,21,62.1,22,adult,f,20.4,20.7,5.17,17.6
rana_clamitans,1,4.55,22:19:00,2017-07-14,20,grass,19.9,35.1,3.4,juvenile,unknown,20.4,20.7,5.17,17.6
rana_clamitans,1,48.56,22:17:00,2017-07-14,20.8,water,20.8,35.8,3.5,juvenile,unknown,20.4,20.7,5.17,17.6
rana_clamitans,0,0,22:23:00,2017-07-14,NA,water,NA,65,26,adult,unknown,20.4,20.7,5.17,17.6
rana_clamitans,0,0,22:17:00,2017-07-14,20,leaf litter,20.2,57.5,15.7,adult,f,20.4,20.7,5.17,17.6
rana_clamitans,0,0,22:21:00,2017-07-14,20.9,water,20.8,73.4,30.9,adult,f,20.4,20.7,5.17,17.6
rana_clamitans,1,5.636,22:18:00,2017-07-14,19.5,water,19.4,49.1,9,juvenile,unknown,20.4,20.7,5.17,17.6
rana_clamitans,1,4911.22,22:41:00,2017-07-14,19.7,soil,19.6,37.9,4.8,juvenile,unknown,20.4,20.7,5.17,17.6
rana_clamitans,1,2410.34,22:55:00,2017-07-14,20.4,water,20.4,32.4,2.4,juvenile,unknown,20.4,20.7,5.17,17.6
rana_clamitans,1,12.918,23:00:00,2017-07-14,20.8,water,20.7,48.5,10.1,juvenile,unknown,20.4,20.7,5.17,17.6
rana_clamitans,1,58.236,22:47:00,2017-07-14,20.1,water,20.1,37.6,4.5,juvenile,unknown,20.4,20.7,5.17,17.6
rana_clamitans,0,0,22:30:00,2017-07-14,20.8,water,20.8,80.3,44.1,adult,f,20.4,20.7,5.17,17.6
rana_catesbeiana,1,5.324999999999999,22:35:00,2017-07-14,19.7,water,19.3,77.6,48.5,adult,f,20.4,20.7,5.17,17.6
rana_catesbeiana,1,49.559,22:47:00,2017-07-14,20.1,water,20,86.2,55.7,adult,f,20.4,20.7,5.17,17.6
rana_catesbeiana,1,231.349,22:39:00,2017-07-14,20.2,water,20.2,73.6,35,adult,f,20.4,20.7,5.17,17.6
rana_catesbeiana,1,11.518,23:05:00,2017-07-14,19.5,water,19.5,41.8,6.2,juvenile,unknown,20.4,20.7,5.17,17.6
rana_clamitans,1,126.719,23:19:00,2017-07-14,19.4,water,19.4,34.2,3.6,juvenile,unknown,20.4,20.7,5.17,17.6
rana_clamitans,1,72.488,23:15:00,2017-07-14,18.4,leaf litter,18.6,32.6,2.6,juvenile,unknown,20.4,20.7,5.17,17.6
rana_clamitans,1,51.143,23:14:00,2017-07-14,20.4,water,20.4,31.6,2.5,juvenile,unknown,20.4,20.7,5.17,17.6
rana_clamitans,1,2875.49,23:00:00,2017-07-14,20.7,water,20.6,34.1,3.1,juvenile,unknown,20.4,20.7,5.17,17.6
rana_clamitans,1,24.221,23:14:00,2017-07-14,20.8,water,20.8,31.9,2.7,juvenile,unknown,20.4,20.7,5.17,17.6
rana_catesbeiana,0,0,00:41:00,2017-07-14,23.1,water,23.9,54.5,14.5,juvenile,unknown,21,21.9,6.05,78.5
rana_catesbeiana,0,0,00:33:00,2017-07-14,22.6,water,23.5,55.3,16.3,juvenile,unknown,21,21.9,6.05,78.5
rana_catesbeiana,0,0,00:57:00,2017-07-14,23.6,water,23.4,53,17.2,metamorph,unknown,21,21.9,6.05,78.5
rana_catesbeiana,0,0,00:46:00,2017-07-14,23.2,water,23.4,62.2,21.7,juvenile,unknown,21,21.9,6.05,78.5
rana_catesbeiana,1,0.582,00:44:00,2017-07-14,22.6,emergent vegetation 0.1-1 m,22,83.2,53.5,juvenile,unknown,21,21.9,6.05,78.5
rana_catesbeiana,0,0,00:27:00,2017-07-14,23.8,water,23.9,58.4,19.8,juvenile,unknown,21,21.9,6.05,78.5
rana_catesbeiana,1,1.481,00:27:00,2017-07-14,22,water,22.1,71.5,31.8,juvenile,unknown,21,21.9,6.05,78.5
rana_catesbeiana,1,11.242,00:40:00,2017-07-14,19.4,water,19.4,65.2,22.8,juvenile,unknown,21,21.9,6.05,78.5
rana_catesbeiana,1,4.061999999999999,00:53:00,2017-07-14,22.4,water,22.9,73.5,39.1,adult,f,21,21.9,6.05,78.5
rana_catesbeiana,0,0,00:38:00,2017-07-14,24.4,water,24,61.2,21.9,juvenile,unknown,21,21.9,6.05,78.5
rana_clamitans,0,0,00:26:00,2017-07-14,21.6,water,21.6,83.8,42.3,adult,m,21,21.9,6.05,78.5
rana_clamitans,0,0,01:00:00,2017-07-14,20.9,water,20.9,75.1,30.1,adult,m,21,21.9,6.05,78.5
rana_clamitans,1,1.085,01:08:00,2017-07-14,21.7,water,21.4,82.7,37.1,adult,m,21,21.9,6.05,78.5
rana_clamitans,1,75.838,00:29:00,2017-07-14,21,water,21,69.3,25,adult,m,21,21.9,6.05,78.5
rana_clamitans,0,0,00:52:00,2017-07-14,20.9,water,20.8,74,34.3,adult,m,21,21.9,6.05,78.5
rana_clamitans,0,0,00:27:00,2017-07-14,20.6,water,20.8,78.2,41,adult,m,21,21.9,6.05,78.5
rana_clamitans,1,5.161,00:56:00,2017-07-14,26,water,21.5,73.8,26,adult,m,21,21.9,6.05,78.5
rana_clamitans,0,0,00:46:00,2017-07-14,20.1,water,19.8,71.7,35.7,adult,m,21,21.9,6.05,78.5
rana_clamitans,0,0,00:42:00,2017-07-14,20.4,water,20.8,62.7,19.3,adult,m,21,21.9,6.05,78.5
rana_clamitans,0,0,00:42:00,2017-07-14,21.3,water,21.3,73.5,53.5,adult,m,21,21.9,6.05,78.5
rana_clamitans,0,0,01:05:00,2017-07-14,19.4,water,19.4,82,56.2,adult,m,21,21.9,6.05,78.5
rana_clamitans,0,0,00:36:00,2017-07-14,20.7,water,21.9,78.2,34.3,adult,m,21,21.9,6.05,78.5
rana_clamitans,0,0,00:57:00,2017-07-14,21.5,water,21.5,67.3,26,adult,m,21,21.9,6.05,78.5
rana_clamitans,0,0,00:37:00,2017-07-14,21.6,water,21.6,69,26.3,adult,m,21,21.9,6.05,78.5
rana_clamitans,0,0,00:51:00,2017-07-14,20.4,water,20.3,74.5,32.1,adult,m,21,21.9,6.05,78.5
rana_clamitans,0,0,00:29:00,2017-07-14,22,water,22.3,65.7,20.2,adult,m,21,21.9,6.05,78.5
rana_clamitans,1,3.41374135,01:01:00,2017-07-14,20.9,water,20.9,85.9,52,adult,m,21,21.9,6.05,78.5
rana_clamitans,0,0,01:01:00,2017-07-14,21.5,water,22.1,77.9,35.1,adult,m,21,21.9,6.05,78.5
rana_clamitans,0,0,01:05:00,2017-07-14,22.9,under log,22.9,36,3.7,juvenile,unknown,21,21.9,6.05,78.5
rana_catesbeiana,0,0,01:09:00,2017-07-14,19.5,water,19.7,68.6,36.4,juvenile,unknown,21,21.9,6.05,78.5
rana_catesbeiana,0,0,00:57:00,2017-07-14,22.4,under log,22.4,59.4,19.5,juvenile,unknown,21,21.9,6.05,78.5
rana_catesbeiana,0,0,01:12:00,2017-07-14,23.2,water,23.2,64.8,22,juvenile,unknown,21,21.9,6.05,78.5
rana_catesbeiana,1,5.363999999999999,01:15:00,2017-07-14,20.9,water,NA,61.8,20,juvenile,unknown,21,21.9,6.05,78.5
rana_catesbeiana,0,0,00:34:00,2017-07-14,21.2,water,21.3,50.1,18.3,juvenile,unknown,21,21.9,6.05,78.5
rana_catesbeiana,0,0,00:24:00,2017-07-14,17.6,water,17.6,21.2,3.1,metamorph,unknown,21,21.9,6.05,78.5
rana_catesbeiana,0,0,00:52:00,2017-07-14,21.4,water,21.4,34.4,3.2,metamorph,unknown,21,21.9,6.05,78.5
rana_catesbeiana,0,0,22:45:00,2017-07-18,20.4,grass,20.8,142,NA,adult,m,20,25.6,NA,13.7
rana_catesbeiana,0,0,21:47:00,2017-07-18,25,water,25,137.1,NA,adult,m,20,25.6,NA,13.7
rana_catesbeiana,0,0,22:35:00,2017-07-18,21.1,grass,21.1,138.2,NA,adult,m,20,25.6,NA,13.7
rana_catesbeiana,0,0,22:45:00,2017-07-18,20,grass,20.2,136.5,NA,adult,m,20,25.6,NA,13.7
rana_catesbeiana,0,0,22:13:00,2017-07-18,19.7,grass,19.6,142.6,NA,adult,m,20,25.6,NA,13.7
rana_catesbeiana,0,0,21:54:00,2017-07-18,20,grass,20,135,NA,adult,m,20,25.6,NA,13.7
rana_catesbeiana,1,24.44760704,21:45:00,2017-07-18,21.7,grass,19.5,136.1,NA,adult,m,20,25.6,NA,13.7
rana_catesbeiana,0,0,22:16:00,2017-07-18,19.7,grass,19,99,NA,adult,m,20,25.6,NA,13.7
rana_catesbeiana,0,0,21:46:00,2017-07-18,25.2,grass,25.2,108.8,NA,adult,m,20,25.6,NA,13.7
rana_catesbeiana,0,0,22:05:00,2017-07-18,18.9,grass,19,117.5,NA,adult,m,20,25.6,NA,13.7
rana_catesbeiana,0,0,22:54:00,2017-07-18,20.1,grass,20.2,79.4,43.4,adult,m,20,25.6,NA,13.7
rana_clamitans,0,0,22:18:00,2017-07-18,25,grass,25,70.2,28.2,adult,m,20,25.6,NA,13.7
rana_clamitans,0,0,22:10:00,2017-07-18,14,grass,18.9,73.1,28.6,adult,f,20,25.6,NA,13.7
rana_clamitans,1,266.26034549999997,22:51:00,2017-07-18,27.1,water,20.9,67.5,26.5,adult,m,20,25.6,NA,13.7
